RegionName,State,Metro,CountyName,SizeRank,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,AVERAGE,,Metro,Average
Town of New Holstein,WI,Appleton,Calumet,5841,114900,114900,114900,114900,114900,115900,118200,114900,111900,116950,118800,112900,115337.5,,De Ridder,143662.5
Ardmore,OK,Ardmore,Carter,2209,149700,149900,148900,155000,147000,145000,141250,149000,154700,154700,145750,149000,149158.3333,,Decatur,140103.6574
Arkadelphia,AR,Arkadelphia,Clark,4619,112500,124325,124750,125000,124825,124900,124900,124900,119900,124750,119500,119500,122479.1667,,Del Rio,172629.1667
Arkansas City,KS,Arkansas City-Winfield,Cowley,4014,,,,,,,,60000,63950,60000,51350,49900,57040,,Deming,116716.6667
Arden,NC,Asheville,Buncombe,2310,290000,297106,299900,320000,344900,344900,347000,357250,359700,345000,374900,395000,339638,,Denver,486981.8778
Asheville,NC,Asheville,Buncombe,579,298250,285000,299000,295000,305000,320000,325000,324900,309900,329000,329250,325000,312108.3333,,Des Moines,249936.8351
Black Mountain,NC,Asheville,Buncombe,3787,349000,293000,325000,342055.5,349950,342250,349000,362450,389000,382000,338750,338750,346767.125,,Detroit,216231.0991
Canton,NC,Asheville,Haywood,2855,150000,146900,156453,165000,174666.5,178000,189000,189000,189000,173450,168450,159900,169984.9583,,Dickinson,263116.6667
Clyde,NC,Asheville,Haywood,4309,,,250000,249000,237000,235000,220000,239900,249250,249500,249250,239500,241840,,Dixon,83383.33333
Fairview,NC,Asheville,Buncombe,5226,340000,340000,391500,399900,422450,4.00E+05,399000,375000,385000,390000,407000,385000,386237.5,,Dodge City,147500
Flat Rock,NC,Asheville,Henderson,4021,424500,399900,394250,425000,449950,439000,450000,479000,499000,499000,475000,475000,450800,,Dothan,162687.1129
Fletcher,NC,Asheville,Henderson,3239,275000,265000,275000,248500,242000,234900,248500,260000,293500,283750,278193.5,294900,266603.625,,Douglas,127600
Hendersonville,NC,Asheville,Henderson,5353,249850,249900,259000,259000,265000,269000,265950,265000,259900,259900,261497.5,265000,260749.7917,,Dover,228992.8333
Hot Springs,NC,Asheville,Madison,6794,291450,294900,289900,289900,289900,285000,287000,283999.5,297400,304900,311950,288950,292937.4583,,Dublin,141425
Laurel Park,NC,Asheville,Henderson,6825,302450,302450,299900,302450,285000,279900,280500,275000,268000,265000,264000,304900,285795.8333,,DuBois,103825
Leicester,NC,Asheville,Buncombe,4353,250000,257150,277000,299900,329000,324900,324900,316400,329500,327000,309900,309900,304629.1667,,Dubuque,160041.6667
Maggie Valley,NC,Asheville,Haywood,5878,219900,209950,209950,221000,221000,224500,225000,229500,232000,231000,229000,229000,223483.3333,,Duluth,179486.6099
Mars Hill,NC,Asheville,Madison,4589,250000,254950,272449.5,250000,250000,260950,263000,250000,263000,275000,280250,298500,264008.2917,,Dunn,173873.2917
Marshall,NC,Asheville,Madison,3857,269750,269500,279250,269500,275000,275000,277450,256900,250000,259900,259900,264450,267216.6667,,Durango,432389.5625
Mills River,NC,Asheville,Henderson,5792,,,474000,479950,471950,469900,477450,480000,489000,479900,475000,459900,475705,,Durant,134279.1667
Saluda,NC,Asheville,Henderson,6444,285950,324950,331500,330000,335000,335000,325000,325000,325000,315000,299950,259900,316020.8333,,Durham,329711.6374
Swannanoa,NC,Asheville,Buncombe,4772,204000,229250,219800,234900,244900,239999,235000,232450,229000,225000,237000,237000,230691.5833,,Dyersburg,122491.6667
Waynesville,NC,Asheville,Haywood,1949,239000,236000,236000,248250,254400,255000,259900,259000,259000,259000,255000,259000,251629.1667,,Eagle Pass,153187.5
Weaverville,NC,Asheville,Buncombe,3217,312000,329900,332000,325000,338450,355000,349900,350000,327450,332500,330000,334900,334758.3333,,East Stroudsburg,157817.3878
Ashtabula,OH,Ashtabula,Ashtabula,3145,50450,50950,54500,54900,54900,59900,59900,57500,59900,58400,56500,59900,56475,,Easton,530401.6667
Conneaut,OH,Ashtabula,Ashtabula,3548,,,,69000,69900,69000,65000,65000,65000,60979.5,59959,59900,64859.83333,,Eau Claire,165902.2222
Geneva,OH,Ashtabula,Ashtabula,6006,109999.5,104900,111400,114700,112950,119400,113000,112900,122450,110000,99400,99900,110916.625,,Edwards,1069170.283
Jefferson,OH,Ashtabula,Ashtabula,5144,124900,124900,129950,129900,129900,132450,128450,127000,134900,131900,130950,119900,128758.3333,,Effingham,183554.1667
Astoria,OR,Astoria,Clatsop,2842,249000,260000,260000,269000,282450,289000,289250,289000,285750,282500,285000,282500,276954.1667,,El Campo,142280
Cannon Beach,OR,Astoria,Clatsop,6990,,,535000,550000,550000,529000,525000,529000,535000,537000,532250,550000,537225,,El Centro,226720
Gearhart,OR,Astoria,Clatsop,6952,,,435000,369900,390000,415000,398500,394500,386950,359925,379900,379900,390957.5,,El Dorado,104950
Seaside,OR,Astoria,Clatsop,5917,299000,299000,294900,299000,309000,310500,313500,319900,327450,344000,304250,304250,310395.8333,,El Paso,150877.0313
Warrenton,OR,Astoria,Clatsop,6430,344900,354950,349900,329900,339450,374900,387000,375000,404500,439000,410000,399000,375708.3333,,Elizabeth City,226768.2604
Atchison,KS,Atchison,Atchison,3385,79000,79000,81950,76500,75900,79900,88000,89950,89900,89900,78000,82000,82500,,Elizabethtown,158090.7917
Athens,GA,Athens,Clarke,277,150000,149900,159000,164900,162900,163500,167900,169000,165000,160500,160500,162000,161258.3333,,Elk City,158645.8333
Athens,OH,Athens,Athens,1490,182200,188000,196000,199000,189000,189000,189500,194250,185000,184900,194000,207500,191529.1667,,Elkhart,174385.3583
Athens,TN,Athens,McMinn,2514,159900,155450,157450,142450,145000,147500,159900,164900,154000,152900,139900,134900,151187.5,,Elkins,126345.6667
Athens,TX,Athens,Henderson,2732,215000,209900,223000,209900,212200,223750,219200,225000,239000,225000,217100,209000,219004.1667,,Elko,253608.1875
Bogart,GA,Athens,Oconee,6150,265000,265000,264900,275000,279900,283698,287000,281871.5,278847.5,280345,294900,294900,279280.1667,,Ellensburg,260157.5
Chandler,TX,Athens,Henderson,5384,200450,189900,175000,184900,189000,187000,187500,209900,184900,179900,179900,195000,188612.5,,Elmira,130310.2083
Colbert,GA,Athens,Madison,7080,144950,139000,134950,134900,134900,134900,135000,134995,148900,138900,134900,138900,137932.9167,,Enid,150937.5
Etowah,TN,Athens,McMinn,5639,,,,,,,125000,124900,123200,107500,113750,99000,115558.3333,,Enterprise,122258.3333
Gun Barrel City,TX,Athens,Henderson,5636,,,189900,195000,199500,189500,192500,194000,179000,184900,179000,179000,188230,,Erie,181574.8287
Hull,GA,Athens,Madison,6731,153900,148400,153900,157900,153900,157900,157900,157900,162450,171900,172400,170850,159941.6667,,Escanaba,119290.2778
Malakoff,TX,Athens,Henderson,6403,245000,244500,259000,294500,317000,299500,299500,296750,296750,299250,299500,285000,286354.1667,,Espanola,183381.25
Nelsonville,OH,Athens,Athens,4908,,,,,,,,,59000,59900,59900,69000,61950,,Eugene,240905.8095
Payne Springs,TX,Athens,Henderson,6827,,,,,,,,,174750,184900,186950,187000,183400,,Eureka,281860.4167
Trinidad,TX,Athens,Henderson,7052,298989,255000,269000,268700,268850,255000,255000,271000,271000,255000,259450,273000,266665.75,,Evanston,168620.8333
Watkinsville,GA,Athens,Oconee,3679,338450,322200,321900,322500,329900,324990,319945,319900,329945,322070,331450,327900,325929.1667,,Evansville,146697.6667
Winterville,GA,Athens,Clarke,5606,142900,149650,150000,149400,145000,157900,154400,156400,157000,165900,164450,165900,154908.3333,,Fairbanks,221262.5
Acworth,GA,Atlanta,Cobb,461,249900,250000,243900,245000,243500,239250,245000,244950,235000,249000,245000,239900,244200,,Fairfield,145374.75
Adairsville,GA,Atlanta,Bartow,3374,139900,149900,149900,159000,159000,146200,155450,149900,149900,154450,159450,159900,152745.8333,,Fairmont,123870.8333
Alpharetta,GA,Atlanta,Fulton,1085,497980,477450,459200,459900,474900,459900,474900,475000,475000,475000,469900,468630,472313.3333,,Fallon,193053.75
Atlanta,GA,Atlanta,Fulton,40,244999.5,245000,259000,270000,275000,269000,269000,259900,269000,275000,275000,260000,264241.625,,Fargo,252183.625
Auburn,GA,Atlanta,Barrow,3706,325000,329500,328557,313850,321700,324900,318500,329950,334243,329900,319950,309990,323836.6667,,Faribault,278825
Austell,GA,Atlanta,Cobb,1244,127950,121450,125000,129000,130000,148000,148000,145000,145500,149200,149900,145000,138666.6667,,Farmington,154231.4833
Belvedere Park,GA,Atlanta,Dekalb,2902,,,,,,,,,134900,130500,133000,129999.5,132099.875,,Fayetteville,201124.9496
Bethlehem,GA,Atlanta,Barrow,6297,158900,159900,159900,164950,177900,175000,175000,161200,159950,164900,179900,184900,168533.3333,,Fergus Falls,151175.0694
Braselton,GA,Atlanta,Gwinnett,5590,316745,344990,339995,342450,345990,350990,359900,362060,387450,419900,460000,419900,370864.1667,,Fernley,205641.5556
Brookhaven,GA,Atlanta,Dekalb,1220,581000,565000,542222.5,550000,550000,537450,540000,535000,539000,539000,535000,525000,544889.375,,Findlay,162816.6667
Buckhead,GA,Atlanta,Morgan,6465,349500,362000,360500,369000,376750,379000,368250,379000,379450,355000,355000,379000,367704.1667,,Fitzgerald,86216.66667
Buford,GA,Atlanta,Gwinnett,1158,289900,276490,276220,279700,279950,285900,295900,299900,294975,299900,299900,309000,290644.5833,,Flagstaff,315837.7778
Canton,GA,Atlanta,Cherokee,572,313450,323645,319060,310000,310000,307122.5,291620,3.00E+05,309900,303953,296000,289900,306220.875,,Flint,166954.9459
Carrollton,GA,Atlanta,Carroll,3431,129900,130950,139900,139900,149900,149914,151065,149900,154900,155000,154900,150900,146427.4167,,Florence,148248.7024
Cartersville,GA,Atlanta,Bartow,2481,187950,199900,189900,199900,186900,195900,195000,199900,199900,193515,194000,199900,195222.0833,,Fond du Lac,109310.4167
Chattahoochee Hill Country,GA,Atlanta,Fulton,6027,637000,627000,552500,525000,509450,499900,545750,599000,599000,639000,639000,639000,584300,,Forest City,222994.0208
Clarkston,GA,Atlanta,Dekalb,2385,131000,127000,124900,119900,125913,132400,142900,139200,135000,140000,140000,140000,133184.4167,,Forrest City,64950
Conley,GA,Atlanta,Dekalb,4872,79250,75000,75000,74900,72000,75000,72175,69990,68950,75000,75000,75000,73938.75,,Fort Collins,370772.744
Conyers,GA,Atlanta,Rockdale,495,159900,154900,158944,161950,159900,162000,160000,160000,158888,157450,157000,155900,158902.6667,,Fort Dodge,107058.2917
Covington,GA,Atlanta,Newton,519,135000,129900,130000,134900,139900,146450,147950,144900,148475,150000,150000,150000,142289.5833,,Fort Leonard Wood,137875.8021
Cumming,GA,Atlanta,Forsyth,224,344900,349900,350611,359900,359900,359000,358592,359000,359250,362457.5,363650,367802,357913.5417,,Fort Madison,91412.5
Dacula,GA,Atlanta,Gwinnett,1535,260870,259900,262110,265087.5,265000,269900,266639,265990,266278,267000,270000,278900,266472.875,,Fort Myers,381802.3333
Dawsonville,GA,Atlanta,Dawson,2193,285000,286700,290665,292688,279950,280000,279945,269900,279900,278945,273464,281000,281513.0833,,Fort Polk South,168716.6667
Decatur,GA,Atlanta,Dekalb,2521,615900,582000,520000,529000,534000,515000,509500,498421.5,499999,501769.5,530000,5.00E+05,527965.8333,,Fort Smith,125487.5632
Douglasville,GA,Atlanta,Douglas,465,159990,155000,162885,165000,169900,178814.5,175000,175000,175000,171950,169374.5,169000,168909.5,,Fort Wayne,121955.5556
Druid Hills,GA,Atlanta,Dekalb,3241,689900,727500,665000,689900,662500,649500,642500,612000,615000,639000,642000,599900,652891.6667,,Frankfort,115274.8611
Duluth,GA,Atlanta,Gwinnett,353,329400,299250,296000,296000,289900,286480,288250,279540,274900,281000,275000,279540,289605,,Fredericksburg,419741.6667
Dunwoody,GA,Atlanta,Dekalb,1103,419700,425000,411957,399900,4.00E+05,4.00E+05,4.00E+05,382500,4.00E+05,419900,425000,435000,409913.0833,,Freeport,111337.4583
East Point,GA,Atlanta,Fulton,1391,99900,104000,110000,114900,99900,110000,114400,112950,119000,117736.5,119000,119000,111732.2083,,Fremont,94321.42857
Fairburn,GA,Atlanta,Fulton,7080,,,,161250,179250,192755,189590.5,187000,189900,195900,189900,187351.5,185877.4444,,Fresno,284161.1991
Fayetteville,GA,Atlanta,Fayette,758,288664,253900,274950,274500,299000,295000,289900,290468.5,289638.5,289970,298000,293847,286486.5,,Gadsden,136490.9722
Forest Park,GA,Atlanta,Clayton,2468,55000,58700,54950,57000,54950,55900,55450,54900,55000,59118,59950,60000,56743.16667,,Gaffney,120712.5
Grantville,GA,Atlanta,Coweta,6463,134900,135900,139900,136900,137900,137900,148350,144950,139900,134000,134900,134250,138312.5,,Gainesville,200724.2306
Grayson,GA,Atlanta,Gwinnett,2864,254857.5,250000,250000,250000,250435,250000,258415,269700,264900,276923.5,276818.5,263776,259652.125,,Galesburg,82858.33333
Hampton,GA,Atlanta,Henry,6353,158000,152000,142700,124650,135000,137000,149000,140000,160000,146900,158945,158995,146932.5,,Gallup,139612.5
Hapeville,GA,Atlanta,Fulton,4978,129000,129000,123000,119900,120000,124900,124450,134000,149500,134000,140000,115000,128562.5,,Garden City,205775
Holly Springs,GA,Atlanta,Cherokee,6436,262266,266000,264950,263990,264900,259900,255000,255000,259950,275000,279947.5,276850,265312.7917,,Gardnerville Ranchos,526729.8
Jackson,GA,Atlanta,Butts,2255,144000,148000,142000,143900,144800,139900,138643.5,139400,130950,134900,133700,129950,139178.625,,Georgetown,281891.1146
Jasper,GA,Atlanta,Pickens,6639,286950,288950,288950,284000,289000,295000,295000,295000,289000,289900,289900,295000,290554.1667,,Gettysburg,273154.1111
Johns Creek,GA,Atlanta,Fulton,978,450000,480000,475000,484950,474950,474900,467450,469900,464900,479444,485000,470000,473041.1667,,Gillette,232875
Kennesaw,GA,Atlanta,Cobb,433,237499,235000,233950,245000,245000,245000,239900,239900,242000,249900,245000,260000,243179.0833,,Glasgow,141645.8333
Lawrenceville,GA,Atlanta,Gwinnett,100,195000,189900,189900,196000,197450,199900,205000,2.00E+05,2.00E+05,2.00E+05,2.00E+05,201900,197920.8333,,Glens Falls,227462.3125
Lilburn,GA,Atlanta,Gwinnett,794,189900,194900,194900,194900,2.00E+05,206978,219900,219900,224900,220000,215950,225000,208935.6667,,Glenwood Springs,582845.7639
Lithia Springs,GA,Atlanta,Douglas,3291,124900,124450,128950,130450,127450,135000,138900,136250,136250,135000,135000,129950,131879.1667,,Gloversville,118376.3889
Lithonia,GA,Atlanta,Dekalb,394,108000,108540,109900,110000,124000,120000,125000,119900,120000,120000,124950,120000,117524.1667,,Goldsboro,158733.3333
Locust Grove,GA,Atlanta,Henry,2813,189990,179900,179990,179900,179900,179900,179917,177900,184900,184900,186900,186900,182583.0833,,Grand Island,173475
Loganville,GA,Atlanta,Walton,7038,219770,195900,2.00E+05,212440,210000,217057.5,217115,219900,228990,194950,188750,199000,208656.0417,,Grand Junction,217144.0972
Lovejoy,GA,Atlanta,Clayton,6451,,,,,,,,127555,129000,119900,138900,149990,133069,,Grand Rapids,248517.8339
Mableton,GA,Atlanta,Cobb,1870,249950,244900,241950,245000,245000,250000,249900,249900,239800,235000,236750,236450,243716.6667,,Grants,123395.8333
Madison,GA,Atlanta,Morgan,3914,299000,299000,299900,314900,314900,325000,341900,339000,339000,336400,335000,317750,321812.5,,Grants Pass,293620.75
Manchester,GA,Atlanta,Meriwether,6030,79900,86250,80100,79000,75000,77850,79900,76900,71200,71200,72522.5,72000,76818.54167,,Great Bend,122775
Marietta,GA,Atlanta,Cobb,61,290000,299900,309900,324900,325000,325000,325000,315000,310607.5,312500,320000,319000,314733.9583,,Great Falls,177672.9167
McDonough,GA,Atlanta,Henry,398,199900,199900,195761.5,195000,199925,209727.5,209640,205515,210000,215105,206990,209740,204767,,Greeley,328849.7608
Milner,GA,Atlanta,Lamar,6642,,,,,,,,162900,179900,163000,183450,189900,175830,,Green Bay,186747.7878
Milton,GA,Atlanta,Fulton,1377,679864,683595,685000,689900,684900,673400,665000,650000,660000,659950,670000,688590,674183.25,,Greeneville,145628.2917
Monroe,GA,Atlanta,Walton,4905,109900,111950,104900,106000,119900,119900,118250,113450,109900,119500,120000,129895,115295.4167,,Greenfield Town,204779.125
Monticello,GA,Atlanta,Jasper,4865,124950,124950,118500,125000,132500,130750,136750,147000,166800,158500,132500,139000,136433.3333,,Greensboro,140385.5556
Newnan,GA,Atlanta,Coweta,484,217990,217500,208500,219900,220500,226400,231301,236000,233900,229900,225900,220000,223982.5833,,Greensburg,112941.6667
Norcross,GA,Atlanta,Gwinnett,330,144900,145000,145000,153450,159900,160000,160000,159900,159000,154450,159900,169000,155875,,Greenville,242979.2955
North Decatur,GA,Atlanta,Dekalb,2868,299900,298000,279500,295000,310000,305000,285000,305000,309900,332450,348950,350000,309891.6667,,Greenwood,135653.4722
North Druid Hills,GA,Atlanta,Dekalb,2682,474900,466095,474900,412500,429450,399900,424950,443000,454900,459900,459000,454900,446199.5833,,Grenada,116812.5
Peachtree City,GA,Atlanta,Fayette,1803,338500,339000,343000,354900,359900,363000,385000,347000,396900,399900,418950,429000,372920.8333,,Gulfport,158009.4889
Peachtree Corners,GA,Atlanta,Gwinnett,1149,255000,260000,279500,292449.5,3.00E+05,311000,309900,309900,3.00E+05,299350,3.00E+05,299249.5,293029.0833,,Hagerstown,208958.0128
Powder Springs,GA,Atlanta,Cobb,5650,164300,154900,174950,173400,178500,184000,179626,179313,175000,170000,170000,175776,173313.75,,Hailey,709388.8889
Rex,GA,Atlanta,Clayton,3590,,,,,,115000,115000,119000,119950,119450,119900,119900,118314.2857,,Hammond,174115.2778
Riverdale,GA,Atlanta,Clayton,866,77500,75950,79900,80000,84900,85000,84900,81900,83500,83000,89000,90000,82962.5,,Hanford,230147.3542
Roswell,GA,Atlanta,Fulton,481,439000,410000,419000,419900,424900,429900,440000,439000,446157,447314,450000,449900,434589.25,,Harrisburg,190836.7518
Sandy Springs,GA,Atlanta,Fulton,343,514900,5.00E+05,5.00E+05,539450,529450,535000,549000,525000,524900,539000,539000,550000,528808.3333,,Harrison,116950
Senoia,GA,Atlanta,Coweta,6841,302100,289949.5,309000,304300,317922.5,318575,315000,320550,320000,322375,327400,330134.5,314775.5417,,Harrisonburg,209443.2292
Sharpsburg,GA,Atlanta,Coweta,3877,259900,265300,262700,265000,268500,266750,278500,285000,278500,281000,281000,283500,272970.8333,,Hartford,265370.7996
Smyrna,GA,Atlanta,Cobb,581,296990,277950,290000,295685.5,295900,299900,297800,3.00E+05,3.00E+05,3.00E+05,309250,309000,297706.2917,,Hastings,126429.5455
Snellville,GA,Atlanta,Gwinnett,684,174900,174949.5,175000,179000,179950,180900,182400,185000,180833,185000,186444,185000,180781.375,,Hattiesburg,169004.1563
Social Circle,GA,Atlanta,Walton,4836,224900,223400,209900,219900,219900,238999,254450,248950,239000,250000,239900,248000,234774.9167,,Hays,189208.3333
Statham,GA,Atlanta,Barrow,4445,,,,,,,365000,379000,379000,364450,379450,371832.5,373122.0833,,Heber,502418.2917
