RegionName,State,Metro,CountyName,SizeRank,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,AVERAGE,,Metro,Average
Nichols Hills,OK,Oklahoma City,Oklahoma,5903,789000,779000,729000,789000,830000,885000,827500,825000,837500,787000,775000,775000,802333.3333,,,
Norman,OK,Oklahoma City,Cleveland,260,199945,197842,201575,192500,189600,192134,189950,192134,195000,196003.5,199900,206886,196122.4583,,,
Oklahoma City,OK,Oklahoma City,Oklahoma,30,175000,175000,178500,179430,180000,182072.5,179900,179633,179633,179000,179990,184922.5,179423.4167,,,
Piedmont,OK,Oklahoma City,Canadian,5437,239900,244400,260000,239900,239400,239400,239900,237500,245875,236250,235000,229900,240618.75,,,
Purcell,OK,Oklahoma City,McClain,4701,,,,,,,229500,210900,210900,203700,203250,229000,214541.6667,,,
Tuttle,OK,Oklahoma City,Grady,3358,232500,238500,238000,257900,250950,249999,256400,249900,253000,249900,246900,249900,247820.75,,,
Warr Acres,OK,Oklahoma City,Oklahoma,3875,135000,129900,139900,137950,126250,127800,129000,112500,119900,119900,119900,120000,126500,,,
Yukon,OK,Oklahoma City,Canadian,898,199500,197490,189990,189608.5,189950,191573,196219,199000,198520,195950,199900,215950,196970.875,,,
Town of Allegany,NY,Olean,Cattaraugus,5348,177000,159500,154900,159700,168250,179000,163450,169900,164900,159900,149900,143450,162487.5,,,
Town of Ellicottville,NY,Olean,Cattaraugus,6607,,,309000,309000,253900,254900,256250,249450,234900,235200,239450,234900,257695,,,
Town of Olean,NY,Olean,Cattaraugus,2898,65000,65450,67450,67500,69250,67700,65450,64900,64900,64700,64900,62500,65808.33333,,,
Town of Salamanca,NY,Olean,Cattaraugus,5161,58250,58500,58250,62400,59900,59000,64900,59900,59949.5,59949.5,59949.5,59949.5,60074.83333,,,
Lacey,WA,Olympia,Thurston,1410,260000,261000,259970,265000,273745,279900,274995,272990,271109.5,269900,276495,284245,270779.125,,,
Olympia,WA,Olympia,Thurston,1203,265000,264450,265000,274000,277000,284700,285000,284500,279450,275000,272500,274995,275132.9167,,,
Rainier,WA,Olympia,Thurston,5820,,,,255450,269000,256000,249900,254950,254900,259400,258535,259512.5,257516.3889,,,
Rochester,WA,Olympia,Thurston,4538,227950,229500,229500,249900,249925,263450,262400,265500,259900,259900,254900,261250,251172.9167,,,
Tumwater,WA,Olympia,Thurston,4294,239925,235000,205000,188250,183791,160313,159629,165133.5,164400,177808,182808,176625,186556.875,,,
Yelm,WA,Olympia,Thurston,2746,214000,216500,215000,225945,235000,242500,244950,247000,245000,249950,244950,244950,235478.75,,,
Bellevue,NE,Omaha,Sarpy,719,156450,155000,165000,176900,172450,169000,169450,163500,169000,164000,165000,162000,165645.8333,,,
Bennington,NE,Omaha,Douglas,5235,275000,280569,305164,298294,292793,297061,3.00E+05,309085,299995,295000,303378,303499,296653.1667,,,
Council Bluffs,IA,Omaha,Pottawattamie,578,115000,115000,114900,114950,123200,125000,135000,129000,125000,126000,122500,116900,121870.8333,,,
Glenwood,IA,Omaha,Mills,4735,197500,199900,207000,225000,207000,185500,176750,166250,177500,177500,180000,185500,190450,,,
Gretna,NE,Omaha,Sarpy,5020,329986,353450,332493,349950,344350,346300,337711,335565,339250,336154,330000,341460,339722.4167,,,
Omaha,NE,Omaha,Douglas,31,167150,176000,185950,190000,190000,189900,190000,185000,185000,180500,182500,185000,183916.6667,,,
Papillion,NE,Omaha,Sarpy,1438,312873.5,299950,331196,315332,289900,285000,286700,279950,289350,291000,290000,307450,298225.125,,,
Cooperstown,NY,Oneonta,Otsego,6615,304749.5,289999,299250,312250,325000,329000,319000,322000,319000,340000,355000,369000,323687.375,,,
Town of Oneonta,NY,Oneonta,Otsego,2706,162000,159900,159900,159700,156000,159700,149900,149900,153000,149700,149700,138250,153970.8333,,,
Town of Unadilla,NY,Oneonta,Otsego,5668,,,,119900,119900,119900,123500,121000,117500,119900,125000,119900,120722.2222,,,
Worcester,NY,Oneonta,Otsego,6333,117450,110000,114500,127000,123950,117000,110000,108800,106900,105950,105000,104000,112545.8333,,,
Ontario,OR,Ontario,Malheur,2979,144900,144900,135000,145000,149949.5,149900,154950,149949.5,157000,154900,159000,157500,150245.75,,,
Eunice,LA,Opelousas,Saint Landry,3079,145950,139900,135250,126000,122000,122000,116000,120000,116000,120000,120000,120000,125258.3333,,,
Opelousas,LA,Opelousas,Saint Landry,1323,,,,,152450,129000,131500,139900,131900,139400,132500,137500,136768.75,,,
Orangeburg,SC,Orangeburg,Orangeburg,1074,145157.5,148950,148000,144000,145900,143750,131450,127250,129500,127900,118500,124900,136271.4583,,,
Santee,SC,Orangeburg,Orangeburg,5967,179000,178900,185000,180000,185000,197000,199000,190000,185000,180000,179000,180000,184825,,,
Altamonte Springs,FL,Orlando,Seminole,808,139900,139000,142900,150000,146900,149900,149900,145000,152450,155000,150000,159900,148404.1667,,,
Apopka,FL,Orlando,Orange,440,233990,235990,246089,240000,239900,234950,239450,239900,249000,240495,243990,249900,241137.8333,,,
Bay Hill,FL,Orlando,Orange,5875,604450,629000,679499.5,729500,749000,739700,739450,711950,739747.5,739900,739490,699995,708473.5,,,
Belle Isle,FL,Orlando,Orange,4596,370000,382500,369000,359000,356000,356000,365000,369495,362500,349900,350000,353900,361941.25,,,
Casselberry,FL,Orlando,Seminole,1353,165000,166900,174950,179900,175000,175000,179900,184950,192000,197000,195000,194950,181712.5,,,
Celebration,FL,Orlando,Osceola,4577,383990,359450,371550,398888,398944,399900,399888,392494,399900,414950,429000,425000,397829.5,,,
Citrus Ridge,FL,Orlando,Osceola,2461,230000,230000,238000,234040,229500,230000,239849,239900,245000,245000,240000,249000,237524.0833,,,
Clermont,FL,Orlando,Lake,4383,239500,246135,245990,242725,239000,244000,239900,239900,239900,239950,240000,239900,241408.3333,,,
Conway,FL,Orlando,Orange,3103,229900,229900,234900,229900,229900,239450,253000,239000,229900,229900,239900,235000,235054.1667,,,
Doctor Phillips,FL,Orlando,Orange,4157,349900,355000,369900,395000,375000,367250,375000,380950,409000,410000,399950,399900,382237.5,,,
Eustis,FL,Orlando,Lake,1715,189900,189990,209900,209900,198000,2.00E+05,206500,213500,223990,225000,218997,2.00E+05,207139.75,,,
Fruitland Park,FL,Orlando,Lake,3886,162450,179000,177450,179950,178950,169700,176950,180575,175000,175990,175990,174000,175500.4167,,,
Groveland,FL,Orlando,Lake,6633,224900,232900,225000,214950,213900,205000,219950,234449.5,236999,239500,244900,239900,227695.7083,,,
Kissimmee,FL,Orlando,Osceola,742,205990,211900,214970,219900,214970,219450,219000,219900,220000,224994.5,225000,225900,218497.875,,,
Lady Lake,FL,Orlando,Lake,2960,225000,239000,239900,232400,229900,229900,235000,229900,215000,214900,214993,219711,227133.6667,,,
Lake Mary,FL,Orlando,Seminole,1382,349450,338978.5,327500,325000,319900,324900,325000,320950,318000,319900,319900,319900,325781.5417,,,
Leesburg,FL,Orlando,Lake,4420,170000,169900,167700,167200,162500,159000,165000,164900,168500,169750,168900,169000,166862.5,,,
Lockhart,FL,Orlando,Orange,3275,,122500,122575,128000,121900,128950,135000,139900,129950,139450,135000,129900,130284.0909,,,
Longwood,FL,Orlando,Seminole,1015,299999.5,299900,299900,307450,309900,3.00E+05,299900,290000,290000,290000,289900,279000,296329.125,,,
Maitland,FL,Orlando,Orange,2927,374500,374950,386950,399499.5,399450,419000,439900,424900,439900,428000,411000,425000,410254.125,,,
Mascotte,FL,Orlando,Lake,6714,,147450,144900,157900,144200,144250,155000,164900,164900,179600,177400,179900,160036.3636,,,
Montverde,FL,Orlando,Lake,6263,389495,389000,378495,387490,349900,365000,397490,408490,445839.5,449500,469000,495000,410391.625,,,
Mount Dora,FL,Orlando,Lake,2226,224900,224700,225450,239950,238000,239900,248275,250000,252450,255990,265990,283775,245781.6667,,,
Ocoee,FL,Orlando,Orange,2308,238000,225000,225000,239900,239915,239900,239900,237037.5,239800,239800,239500,235000,236562.7083,,,
Orlando,FL,Orlando,Orange,82,225000,224340,230000,235000,235000,234970,239900,238997.5,239900,238990,234900,234900,234324.7917,,,
Oviedo,FL,Orlando,Seminole,537,305000,3.00E+05,324900,346450,319000,316900,319000,305000,319900,329900,324650,325000,319641.6667,,,
Pine Hills,FL,Orlando,Orange,1126,,94700,94900,97500,95000,1.00E+05,109450,105900,109893,109950,113950,119000,104567.5455,,,
Poinciana,FL,Orlando,Osceola,1566,139900,135000,139900,137000,139000,139000,139900,140000,146000,149900,153500,155000,142841.6667,,,
Saint Cloud,FL,Orlando,Osceola,775,238445,230000,230000,235000,234449.5,234900,236495,239900,240000,242000,239999.5,240462.5,236804.2917,,,
Sanford,FL,Orlando,Seminole,551,209894,199900,190450,204912,199900,219900,219450,2.00E+05,209750,209000,199900,199900,205246.3333,,,
Sorrento,FL,Orlando,Lake,4087,278900,317445,329655,303995,320000,319900,329900,289950,299750,299900,309737.5,314900,309502.7083,,,
Tavares,FL,Orlando,Lake,2929,184250,184000,191900,199250,194900,188950,191900,188900,189900,191900,191995,198345,191349.1667,,,
Umatilla,FL,Orlando,Lake,4971,,,,,,129250,139900,146500,149950,139900,137000,140000,140357.1429,,,
Wedgefield,FL,Orlando,Orange,5327,,302000,305950,300950,299900,259900,286500,285000,294900,269900,289900,312500,291581.8182,,,
Williamsburg,FL,Orlando,Orange,4677,174950,180000,178400,189900,190000,190000,209900,210900,219000,217000,215000,209949.5,198749.9583,,,
Windermere,FL,Orlando,Orange,2489,489000,459995,459592,479900,497000,499000,518445,524900,532000,548385,519000,515995,503601,,,
Winter Garden,FL,Orlando,Orange,1739,349500,345000,345000,349500,335000,322450,320790,322613,325500,330000,324900,325000,332937.75,,,
Winter Park,FL,Orlando,Orange,1509,552990,632000,677000,699000,653000,675000,675000,675000,694500,675000,669000,639000,659707.5,,,
Winter Springs,FL,Orlando,Seminole,1198,239900,239949.5,258000,259900,250000,265000,265000,255000,269000,269450,257500,259250,257329.125,,,
Yeehaw Junction,FL,Orlando,Osceola,1563,175000,179945,185000,179900,179900,179838.5,179838.5,179900,180000,179900,189500,184400,181093.5,,,
Algoma,WI,Oshkosh,Winnebago,4512,284900,289900,279900,269000,259900,259900,259900,270175,269900,264900,262400,269900,270056.25,,,
Town of Menasha,WI,Oshkosh,Winnebago,1932,169900,159900,172400,182400,189400,169900,179900,179250,195000,219900,219900,222400,188354.1667,,,
Oskaloosa,IA,Oskaloosa,Mahaska,3118,,,,,,,105000,112000,115000,102400,98000,90000,103733.3333,,,
Othello,WA,Othello,Adams,5340,,,,,,,,183900,184995,185000,190575.5,184450,185784.1,,,
Marseilles,IL,Ottawa,La Salle,5070,125000,118450,129950,136950,141400,139900,134000,134950,139000,134999.5,126950,125000,132212.4583,,,
Ottawa,IL,Ottawa,La Salle,1977,125000,125000,125000,129450,125000,129000,129900,131750,135000,137950,126500,132500,129337.5,,,
Peru,IL,Ottawa,La Salle,3813,99500,89900,99000,108000,124950,109500,108750,105000,99500,94900,99900,98900,103150,,,
Princeton,IL,Ottawa,Bureau,5931,111250,112500,112000,112250,108000,105000,107000,107500,115000,119000,117000,109750,111354.1667,,,
Putnam,IL,Ottawa,Putnam,6886,165750,159000,157450,160000,163750,175900,169900,167500,149000,155000,157450,139450,160012.5,,,
Streator,IL,Ottawa,La Salle,2424,59900,59900,59900,59900,61000,59900,59900,59900,59900,59900,59000,58500,59800,,,
Ottumwa,IA,Ottumwa,Wapello,1731,83000,85000,83250,85000,83000,91250,89000,89450,89000,92500,95500,94500,88370.83333,,,
Owatonna,MN,Owatonna,Steele,1636,149900,155000,152900,155000,159900,159900,156500,159900,159000,158250,149900,149900,155504.1667,,,
Owensboro,KY,Owensboro,Daviess,480,143999,140000,149900,144950,148900,149900,154900,149900,154900,149900,159900,159500,150554.0833,,,
Utica,KY,Owensboro,Daviess,5901,,175000,190400,192900,194500,186950,188900,182400,209067,189900,179900,179900,188165.1818,,,
Laingsburg,MI,Owosso,Shiawassee,5698,152400,152450,164900,169900,170405,165000,154900,164950,182400,169900,159900,164100,164267.0833,,,
Owosso,MI,Owosso,Shiawassee,1729,72450,74999,77950,89000,89826.5,89000,79999.5,79000,74987.5,79000,71950,69900,79005.20833,,,
Oxford,MS,Oxford,Lafayette,1360,269900,269000,262500,249500,244950,245000,239400,239900,266450,275000,292500,279000,261091.6667,,,
Oxford,NC,Oxford,Granville,1836,181750,155000,155487.5,175000,175000,169950,148500,149900,163200,174900,150000,155000,162807.2917,,,
Ozark,AL,Ozark,Dale,2802,105000,116840,112500,116840,109950,116920,117750,114950,113700,110000,110000,110000,112870.8333,,,
Hendron,KY,Paducah,McCracken,6627,179700,179500,183500,179500,174900,169500,162500,165000,164900,164900,174900,179500,173191.6667,,,
Massac,KY,Paducah,McCracken,6347,203750,197500,189000,189450,189900,179900,174900,177500,174700,169900,172500,168500,182291.6667,,,
Metropolis,IL,Paducah,Massac,4114,89000,93900,89900,89450,85000,89000,89000,89000,92500,80950,88250,86694,88553.66667,,,
Reidland,KY,Paducah,McCracken,6414,,,,,,,169900,177450,174900,164900,162000,154450,167266.6667,,,
Hawthorne,FL,Palatka,Putnam,4558,139450,139000,149450,129900,125000,138950,142250,152450,152450,150000,165500,154250,144887.5,,,
Melrose,FL,Palatka,Putnam,6156,195318,197950,214900,218900,199000,202000,194900,2.00E+05,2.00E+05,189900,189900,179900,198555.6667,,,
Palestine,TX,Palestine,Anderson,1181,125000,139000,134000,131250,130000,123450,125000,124950,124900,129000,145000,144169,131309.9167,,,
Pampa,TX,Pampa,Gray,2395,119900,115000,121900,124950,128900,128900,124950,119900,120000,119900,110000,110000,120358.3333,,,
Callaway,FL,Panama City,Bay,4263,138250,143000,150000,154900,155000,155000,149900,149950,154400,163450,161000,149900,152062.5,,,
Lynn Haven,FL,Panama City,Bay,2748,247500,238900,232450,235000,243950,254900,255950,254900,250000,249500,249900,249500,246870.8333,,,
Mexico Beach,FL,Panama City,Bay,7079,298500,299900,319000,299000,289450,289000,277450,289000,270500,284900,272000,282000,289225,,,
Panama City,FL,Panama City,Bay,1547,220000,214855,217700,224500,224900,225000,228950,224000,225900,230000,232200,229900,224825.4167,,,
Panama City Beach,FL,Panama City,Bay,3424,279000,279000,297500,295400,299900,308000,309900,309900,310495,309000,304950,305000,300670.4167,,,
Port Saint Joe,FL,Panama City,Gulf,4953,279000,277000,290000,299450,329000,339900,334450,339950,348450,377000,329500,354900,324883.3333,,,
Springfield,FL,Panama City,Bay,5300,,,,,,139900,132400,129950,129900,129950,129900,125000,131000,,,
Paragould,AR,Paragould,Greene,2051,116500,119000,120500,119900,122000,119900,124900,125900,125000,119950,123400,128900,122154.1667,,,
Paris,TX,Paris,Lamar,1748,99900,117750,119700,119900,129900,130250,129900,124997.5,119900,119995,119995,128000,121682.2917,,,
Springville,TN,Paris,Henry,6616,,,,,,,,113900,119000,119000,117900,117900,117540,,,
Parkersburg,WV,Parkersburg,Wood,955,115000,118900,120000,119000,115000,109900,109000,99999.5,98750,94750,97000,95438,107728.125,,,
Vienna,WV,Parkersburg,Wood,4156,155000,162400,155000,155000,149000,155000,149000,140500,134900,130900,125000,128950,145054.1667,,,
Washington,WV,Parkersburg,Wood,6248,,,,,182500,196250,199000,219900,192000,219900,229500,229250,208537.5,,,
Parsons,KS,Parsons,Labette,3430,57950,59250,55000,58500,59700,61750,59900,59900,55900,59550,64900,64900,59766.66667,,,
Globe,AZ,Payson,Gila,3547,149700,146950,139950,139000,132500,123500,123750,109750,112450,119250,119500,120500,128066.6667,,,
Payson,AZ,Payson,Gila,3849,275000,274000,286250,289250,289900,285000,285000,286500,289000,289000,283000,294500,285533.3333,,,
Pine,AZ,Payson,Gila,6530,259555,277400,269000,269000,275000,269000,269000,264950,275000,279000,272900,289000,272400.4167,,,
Cantonment,FL,Pensacola,Escambia,2339,199900,199000,199000,186900,189900,189900,190200,186900,190950,193950,195950,194950,193125,,,
Gulf Breeze,FL,Pensacola,Santa Rosa,3042,299000,310750,319500,319900,325000,339000,339000,339000,355000,363990,359675,340950,334230.4167,,,
Milton,FL,Pensacola,Santa Rosa,498,168990,165000,165750,167500,168395,172100,172900,172000,174999.5,177000,178375,184000,172250.7917,,,
Navarre,FL,Pensacola,Santa Rosa,2342,228995,229900,232990,229000,229900,234900,239900,245900,246450,239900,244525,249950,237692.5,,,
Pace,FL,Pensacola,Santa Rosa,4281,190000,184850,189300,189900,194700,192000,199200,207150,207557.5,209900,199900,205910,197530.625,,,
Pensacola,FL,Pensacola,Escambia,85,144900,149500,154900,159900,159900,159737.5,159700,160000,159940,159900,160000,161450,157485.625,,,
Bartonville,IL,Peoria,Peoria,5126,91450,92500,99900,95000,104900,117550,115200,123450,124900,120950,114900,99900,108383.3333,,,
Chillicothe,IL,Peoria,Peoria,3994,132500,127500,136500,136450,139900,137450,147250,144500,139750,139250,132000,132000,137087.5,,,
Dunlap,IL,Peoria,Peoria,4997,297450,314900,317400,317400,349900,349900,335900,324500,330200,335900,319900,310000,325279.1667,,,
East Peoria,IL,Peoria,Tazewell,2443,139900,135950,140950,144500,148000,149900,148400,149900,139900,129900,128900,129900,140508.3333,,,
Eureka,IL,Peoria,Woodford,5616,,,,,143950,143000,144900,139950,129900,129900,119000,124200,134350,,,
Mackinaw,IL,Peoria,Tazewell,6296,193700,193700,194900,192500,189900,167450,179900,177500,172900,177400,164950,168000,181066.6667,,,
Manito,IL,Peoria,Tazewell,6428,,,,,109900,114900,114900,112400,112900,110900,99900,110400,110775,,,
Metamora,IL,Peoria,Woodford,6791,,,,,151400,149900,149900,147500,149900,147500,161400,147500,150625,,,
Morton,IL,Peoria,Tazewell,2841,218700,221950,219900,209000,204450,204900,199500,194900,192450,192450,199900,210750,205737.5,,,
Pekin,IL,Peoria,Tazewell,1273,99900,99900,95900,97900,102900,104950,104400,104900,102900,99900,99900,99950,101116.6667,,,
Peoria,IL,Peoria,Peoria,284,112500,110000,119000,124900,124900,129900,129900,124900,124900,124825,119900,119500,122093.75,,,
Peoria Heights,IL,Peoria,Peoria,5225,84400,84900,84900,79900,79900,83250,83250,79900,79900,75000,73700,69900,79908.33333,,,
Washington,IL,Peoria,Tazewell,2121,177450,196750,219900,224900,223000,225500,229900,221200,189900,189900,185400,187000,205900,,,
West Peoria,IL,Peoria,Peoria,5544,74900,69900,74400,79900,79949.5,79900,79900,79900,79900,79900,77500,77500,77795.79167,,,
Peru,IN,Peru,Miami,2115,68000,69700,67500,69700,74700,69900,80000,79900,74900,72900,68900,69900,72166.66667,,,
Abington,PA,Philadelphia,Montgomery,2961,284800,279900,279450,272995,290000,299900,299900,303950,299000,299999,298500,279900,290691.1667,,,
Aldan,PA,Philadelphia,Delaware,5754,127400,137000,137500,146950,144950,144900,156900,157450,157325,154900,150000,149750,147085.4167,,,
Aston,PA,Philadelphia,Delaware,3840,197449.5,199949.5,207208.5,229500,239950,239450,229900,225000,225000,239950,235800,227450,224717.2917,,,
Audubon,NJ,Philadelphia,Camden,4233,163249.5,169900,159949.5,167450,167450,165000,165000,164000,159900,165000,161400,161400,164141.5833,,,
Avondale,PA,Philadelphia,Chester,5697,337000,349900,359900,358950,358900,362400,349900,365000,384900,379950,382500,367450,363062.5,,,
Barrington,NJ,Philadelphia,Camden,4839,169000,175000,169000,159900,162450,169900,165000,159900,159900,164700,168711,159900,165280.0833,,,
Bear,DE,Philadelphia,New Castle,1769,219950,224990,222900,219900,225000,219900,239950,254900,242000,227900,220000,220000,228115.8333,,,
Beckett,NJ,Philadelphia,Gloucester,5512,,,,,187750,187750,189500,181750,179000,176500,179000,178900,182518.75,,,
Bedminster,PA,Philadelphia,Bucks,4879,402495,397997.5,397997.5,399000,402450,420000,420000,420000,421995,434450,419950,423447.5,413315.2083,,,
Bellmawr,NJ,Philadelphia,Camden,3591,132500,134950,134950,138750,130000,134000,129950,129900,125000,125000,127500,125000,130625,,,
Bensalem,PA,Philadelphia,Bucks,788,242000,246000,247900,249900,254950,256988,265999.5,254999,249900,249900,259900,267450,253823.875,,,
Berlin Borough,NJ,Philadelphia,Camden,7080,197400,190000,199900,208950,194949.5,195000,199900,2.00E+05,208999.5,195000,197450,184000,197629.0833,,,
Berlin Township,NJ,Philadelphia,Camden,3320,149900,148575,149900,149900,150000,164900,153000,157000,155000,145000,152450,154900,152543.75,,,
Beverly,NJ,Philadelphia,Burlington,6289,,,,,,,,,,122500,110000,98000,110166.6667,,,
Blackwood,NJ,Philadelphia,Camden,5854,139000,139000,139500,132500,139900,136900,135000,129900,137000,134950,131111,135000,135813.4167,,,
Bordentown Township,NJ,Philadelphia,Burlington,2935,254900,229450,249900,249900,254900,249950,248800,249900,259900,245000,239900,234450,247245.8333,,,
Bristol,PA,Philadelphia,Bucks,3941,,,,,,,,,,188100,195000,190000,191033.3333,,,
Bristol Township,PA,Philadelphia,Bucks,1643,189900,189900,179900,196450,189900,199900,192450,187000,199900,192500,188450,179450,190475,,,
Brookhaven,PA,Philadelphia,Delaware,4476,149449.5,155949.5,162000,145450,145900,169900,180000,179200,179900,179900,175000,179900,166879.0833,,,
Browns Mills,NJ,Philadelphia,Burlington,4035,119900,121900,123900,125000,123900,119900,115000,119900,119900,117950,109900,105900,118587.5,,,
Bryn Mawr,PA,Philadelphia,Delaware,2663,657500,727500,712000,699000,680000,749000,749900,735000,749000,730000,730000,692675,717631.25,,,
Buckingham,PA,Philadelphia,Bucks,2298,635000,625000,627000,622000,630000,619900,629900,625000,649000,649900,649900,649900,634375,,,
Burlington Township,NJ,Philadelphia,Burlington,1422,145000,145000,150000,155000,154900,156750,148000,145000,139900,141400,142900,139950,146983.3333,,,
Camden,NJ,Philadelphia,Camden,488,57450,58500,55000,59250,59900,59900,55000,55000,55000,54000,54900,54905.5,56567.125,,,
Carneys Point Township,NJ,Philadelphia,Salem,4494,118000,119900,109000,109900,109900,115750,110000,119900,110000,103750,99900,95000,110083.3333,,,
Chadds Ford Township,PA,Philadelphia,Delaware,6793,632449.5,649450,639450,607000,646203.5,589000,595000,599900,514900,539900,549900,575000,594846.0833,,,
Cheltenham,PA,Philadelphia,Montgomery,4984,237450,242450,244450,242700,244000,259950,255000,249900,249900,250000,240000,232422,245685.1667,,,
Cherry Hill,NJ,Philadelphia,Camden,575,229900,234950,238509,244900,249900,250000,250000,249900,240000,244900,249000,245000,243913.25,,,
Chester Springs,PA,Philadelphia,Chester,3367,499450,509000,508997.5,499900,499450,514900,519900,514950,550000,559900,550000,539975,522201.875,,,
Chesterfield,NJ,Philadelphia,Burlington,6150,419000,419000,429888,424894,414450,419900,440999.5,419000,419000,429945,429945,424945,424247.2083,,,
Cinnaminson,NJ,Philadelphia,Burlington,2815,249900,240000,234000,234900,245000,245000,239900,234949.5,244950,239900,225000,221250,237895.7917,,,
Claymont,DE,Philadelphia,New Castle,3007,220000,218700,229900,235500,231675,229900,221450,221450,214900,215000,215000,214950,222368.75,,,
Clayton,NJ,Philadelphia,Gloucester,4972,145000,145000,139900,139900,139900,135000,132400,129900,125000,129949.5,134900,129799,135554.0417,,,
Clementon,NJ,Philadelphia,Camden,5453,80000,89900,96900,99000,89900,82000,85000,82950,80450,84800,89900,91200,87666.66667,,,
Clifton Heights,PA,Philadelphia,Delaware,4883,99999,114900,113950,109750,110000,110000,108000,109900,114000,109700,103100,1.00E+05,108608.25,,,
Collingswood,NJ,Philadelphia,Camden,4429,189900,194440,209900,214900,222400,225000,215000,214950,208950,196700,189900,189900,205995,,,
Conshohocken,PA,Philadelphia,Montgomery,3738,311950,295000,289900,283500,304900,299999.5,319900,319950,329900,329950,329900,309949.5,310399.9167,,,
Country Lake Estates,NJ,Philadelphia,Burlington,6125,145500,140000,139900,149000,140000,149900,149500,149700,149500,149000,148000,148000,146500,,,
Croydon,PA,Philadelphia,Bucks,4163,164900,169900,169900,169900,169900,175000,174900,169900,169900,169900,174900,169900,170741.6667,,,
Darby Township,PA,Philadelphia,Delaware,2379,79900,80000,79600,75000,76250,79900,79900,79900,84000,85900,84450,74000,79900,,,
Delanco,NJ,Philadelphia,Burlington,5655,179000,177000,172900,175000,175000,173950,175000,175250,172450,172450,168500,169000,173791.6667,,,
Delran,NJ,Philadelphia,Burlington,2690,209900,209900,210000,214750,215000,219900,214900,219900,209950,210000,220750,214900,214154.1667,,,
Deptford Township,NJ,Philadelphia,Gloucester,1723,189000,184900,179450,180000,189000,181400,164954,164954,168000,164700,160000,154950,173442.3333,,,
Doylestown Township,PA,Philadelphia,Bucks,1793,489900,475000,482500,499900,535000,532000,535000,516950,514750,515000,499500,510250,508812.5,,,
Drexel Hill,PA,Philadelphia,Delaware,1591,148000,150000,154900,159000,159000,151400,149999,149900,143500,144950,149000,142000,150137.4167,,,
Earleville,MD,Philadelphia,Cecil,6624,214950,199999,227000,229900,217400,219900,199999,204949.5,220500,222499.5,225000,225000,217258.0833,,,
East Brandywine Township,PA,Philadelphia,Chester,4730,427450,419900,419900,415000,405950,415000,396752,409500,412500,476447.5,479950,480000,429862.4583,,,
East Fallowfield Township,PA,Philadelphia,Chester,4608,282500,281250,284900,280000,265950,259375,249900,247900,239900,246250,245000,247500,260868.75,,,
East Greenwich Township,NJ,Philadelphia,Gloucester,3997,282400,294950,276950,295000,299900,299900,292500,289900,294450,289450,289950,277200,290212.5,,,
East Marlborough Township,PA,Philadelphia,Chester,4803,486995,490000,486995,486995,486995,499999.5,480370,476750,477435,450000,477235,480000,481647.4583,,,
East Norriton,PA,Philadelphia,Montgomery,3062,249000,244900,250000,265999,274995,272495,264000,259950,269900,270000,249500,249000,259978.25,,,
East Nottingham Township,PA,Philadelphia,Chester,4312,271900,273445,279990,274990,279990,279900,279990,273950,269900,272445,269990,272400,274907.5,,,
East Pikeland Township,PA,Philadelphia,Chester,4660,,,,,,,,,389950,364150,325000,299500,344650,,,
East Vincent Township,PA,Philadelphia,Chester,4591,359990,354995,367490,364990,354990,357490,349990,354990,354990,364900,364900,379990,360808.75,,,
Easttown Township,PA,Philadelphia,Chester,5329,,,,,839000,745000,749900,674500,654950,649750,649500,627400,698750,,,
Edgewater Park,NJ,Philadelphia,Burlington,4256,145000,156000,150000,140000,145000,150000,149950,149900,148750,159900,164900,156500,151325,,,
Elkton,MD,Philadelphia,Cecil,1155,214900,199900,210000,201660,203420,199998.5,2.00E+05,204500,214900,214900,208950,224900,208169.0417,,,
Evesham,NJ,Philadelphia,Burlington,1302,249900,257500,259900,259972,270000,274450,259900,251450,244900,260900,250000,239900,256564.3333,,,
Folcroft,PA,Philadelphia,Delaware,4943,90000,89900,90000,94900,94950,94900,89900,92450,89900,85900,85900,90000,90725,,,
Folsom,PA,Philadelphia,Delaware,5079,174900,175450,169900,175000,179900,179500,182000,178450,179949.5,184900,187400,179950,178941.625,,,
Franklin Township,NJ,Philadelphia,Gloucester,2688,164450,163000,179900,179450,180000,185000,174150,174890,173000,182000,180950,183450,176686.6667,,,
Garnet Valley,PA,Philadelphia,Delaware,3725,407000,449900,439400,456000,459900,459900,454950,437400,429900,436250,458500,447500,444716.6667,,,
Gibbstown,NJ,Philadelphia,Gloucester,6194,173999.5,168950,172400,169900,165999.5,143700,137500,130000,137250,135000,132450,135000,150179.0833,,,
Glassboro,NJ,Philadelphia,Gloucester,2446,175000,174900,175000,180000,189900,179000,178000,175250,179900,182499.5,179000,172950,178449.9583,,,
Glen Mills,PA,Philadelphia,Delaware,3041,487450,469000,454990,489950,489450,467450,484950,459945,479900,474900,505000,485000,478998.75,,,
Glendora,NJ,Philadelphia,Camden,5533,111950,110950,107400,113450,129000,142499.5,142499.5,139000,139900,149900,143750,136620,130576.5833,,,
Glenmoore,PA,Philadelphia,Chester,4678,,,,,,,,507450,455000,434900,459900,414900,454430,,,
